"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"221","07/03/2014",10,5,"LosAngeles",2,27.98,"Laura","Carlos",26.6,48.8,"No","Media"
"754","20/03/2014",12,4,"Prado",5,58.455,"Ana","Mario",35.3,61,"No","Alta"
"296","08/03/2014",10,6,"Prado",7,91.737,"Ana","Luis",23.4,47.2,"No","Alta"
"787","21/03/2014",12,5,"VillaNueva",6,83.646,"Laura","Camilo",16.4,51.7,"No","Media"
"667","18/03/2014",12,2,"Prado",5,52.524,"Maria","Luis",25.7,58.6,"Si","Alta"
"901","24/03/2014",13,1,"VillaNueva",5,68.355,"Laura","Carlos",33.3,53.2,"No","Media"
"476","13/03/2014",11,4,"Prado",4,53.064,"Maria","Frank",22.8,56.8,"No","Alta"
"469","13/03/2014",11,4,"Prado",3,36.97,"Laura","Frank",20.1,60.5,"No","Alta"
"452","12/03/2014",11,3,"VillaNueva",6,74.646,"Laura","Camilo",21.2,59.1,"No","Alta"
"556","15/03/2014",11,6,"VillaNueva",3,40.97,"Laura","Daniel",28.5,48.2,"No","Media"
"1000","27/03/2014",13,4,"LosAngeles",6,68.346,"Maria","Carlos",46.4,43.6,"No","Alta"
"1052","28/03/2014",13,5,"LosAngeles",5,98.262,"Laura","Carlos",61.9,25.7,"No","Alta"
"587","16/03/2014",11,7,"VillaNueva",4,50.364,"Laura","Omar",17.4,58.8,"No","Alta"
"207","06/03/2014",10,4,"LosAngeles",6,106.641,"Laura","Carlos",32.3,52.1,"No","Media"
"524","14/03/2014",11,5,"Prado",3,40.97,"Laura","Frank",23.3,58.3,"No","Alta"
"67","02/03/2014",9,7,"VillaNueva",2,26.98,"Laura","Omar",20.4,25.95,"No","Alta"
"1125","29/03/2014",13,6,"VillaNueva",3,40.97,"Laura","Camilo",24.4,47.6,"No","Media"
"65","02/03/2014",9,7,"VillaNueva",5,61.155,"Laura","Daniel",9.9,59.2,"No","Alta"
"1041","28/03/2014",13,5,"Prado",4,44.964,"Maria","Mario",23.3,49.6,"No","Alta"
"392","11/03/2014",11,2,"Prado",3,35.976,"Maria","Luis",25.6,53.4,"No","Alta"
"407","11/03/2014",11,2,"VillaNueva",3,29.576,"Maria","Camilo",19.8,57.9,"No","Alta"
"417","12/03/2014",11,3,"Prado",3,34.97,"Ana","Luis",26.5,54.4,"No","Alta"
"855","23/03/2014",12,7,"VillaNueva",2,28.98,"Laura","Daniel",9.7,56.9,"No","Alta"
"876","23/03/2014",12,7,"VillaNueva",2,27.98,"Laura","Daniel",10.9,55.2,"No","Alta"
"547","15/03/2014",11,6,"Prado",3,41.97,"Maria","Luis",13,53,"Si","Alta"
"772","21/03/2014",12,5,"LosAngeles",4,41.364,"Laura","Carlos",38.2,38.1,"No","Baja"
"1070","28/03/2014",13,5,"VillaNueva",2,22.98,"Maria","Camilo",31,42.1,"No","Alta"
"777","21/03/2014",12,5,"Prado",4,52.164,"Maria","Mario",29.4,50.6,"No","Alta"
"1185","31/03/2014",14,1,"VillaNueva",2,25.98,"Laura","Camilo",30.7,40.7,"No","Baja"
"1087","29/03/2014",13,6,"VillaNueva",3,50.97,"Maria","Camilo",33.8,40,"No","Alta"
"157","05/03/2014",10,3,"VillaNueva",4,48.564,"Maria","Camilo",21.4,57.5,"Si","Alta"
"174","06/03/2014",10,4,"Prado",6,81.846,"Maria","Frank",19.3,52.8,"Si","Alta"
"1167","30/03/2014",13,7,"LosAngeles",2,27.98,"Maria","Carlos",28.8,46.2,"No","Alta"
"951","25/03/2014",13,2,"VillaNueva",2,55.56,"Ana","Omar",14.1,42.5,"No","Media"
"651","17/03/2014",12,1,"Prado",6,71.946,"Laura","Luis",42.4,50.5,"No","Media"
"738","20/03/2014",12,4,"Prado",4,46.764,"Maria","Carlos",47.4,37.8,"No","Alta"
"146","05/03/2014",10,3,"Prado",2,27.98,"Ana","Omar",26.2,26.85,"No","Baja"
"312","09/03/2014",10,7,"VillaNueva",1,10.99,"Laura","Daniel",9.1,60.5,"No","Alta"
"776","21/03/2014",12,5,"Prado",5,66.555,"Laura","Camilo",23.2,51,"No","Media"
"1129","30/03/2014",13,7,"LosAngeles",1,16.99,"Laura","Omar",34.8,44.1,"No","Media"
"80","02/03/2014",9,7,"VillaNueva",3,45.97,"Ana","Omar",9.5,38.6,"No","Media"
"888","23/03/2014",12,7,"VillaNueva",3,43.97,"Laura","Daniel",10.5,56.7,"No","Alta"
"636","17/03/2014",12,1,"Prado",3,47.97,"Laura","Luis",34.8,53.1,"No","Alta"
"1163","30/03/2014",13,7,"VillaNueva",4,44.964,"Maria","Camilo",10.8,57.1,"No","Alta"
"155","05/03/2014",10,3,"Prado",6,80.046,"Maria","Camilo",34.8,49,"No","Alta"
"44","02/03/2014",9,7,"Prado",4,92.466,"Laura","Frank",9.5,54.2,"No","Media"
"1089","29/03/2014",13,6,"VillaNueva",3,39.97,"Maria","Omar",27.5,45.4,"No","Alta"
"1047","28/03/2014",13,5,"LosAngeles",3,44.97,"Laura","Carlos",23.1,49.7,"No","Media"
"467","13/03/2014",11,4,"LosAngeles",4,48.564,"Maria","Carlos",53,33,"No","Alta"
"945","25/03/2014",13,2,"VillaNueva",4,42.451,"Laura","Omar",21.6,56.2,"No","Alta"
"170","06/03/2014",10,4,"LosAngeles",3,39.97,"Maria","Carlos",47.9,36.9,"No","Alta"
"150","05/03/2014",10,3,"LosAngeles",4,47.664,"Ana","Camilo",36.3,45.7,"No","Media"
"552","15/03/2014",11,6,"LosAngeles",4,91.17,"Maria","Mario",48.8,37,"No","Alta"
"131","04/03/2014",10,2,"LosAngeles",2,49.456,"Maria","Mario",31.8,62.9,"No","Alta"
"720","20/03/2014",12,4,"VillaNueva",3,48.97,"Ana","Camilo",27.3,31.8,"No","Baja"
"517","14/03/2014",11,5,"VillaNueva",5,61.155,"Laura","Camilo",33.9,53.4,"No","Media"
"90","02/03/2014",9,7,"Prado",4,46.764,"Ana","Frank",10.7,25.85,"No","Baja"
"999","27/03/2014",13,4,"Prado",2,55.3,"Ana","Camilo",32.4,44.9,"No","Media"
"688","19/03/2014",12,3,"VillaNueva",1,16.99,"Ana","Camilo",15.6,41.4,"No","Media"
"25","01/03/2014",9,6,"LosAngeles",3,38.97,"Ana","Mario",20.8,32.5,"No","Baja"
"654","17/03/2014",12,1,"Prado",5,66.555,"Ana","Luis",32.5,57.9,"No","Alta"
"1028","28/03/2014",13,5,"VillaNueva",3,47.97,"Maria","Camilo",10.8,51.1,"No","Alta"
"406","11/03/2014",11,2,"LosAngeles",6,65.477,"Ana","Omar",14.6,38.1,"No","Media"
"922","25/03/2014",13,2,"VillaNueva",4,40.291,"Ana","Frank",10.1,59.6,"No","Alta"
"135","04/03/2014",10,2,"VillaNueva",3,33.576,"Ana","Mario",25.4,48.1,"No","Alta"
"966","26/03/2014",13,3,"VillaNueva",3,41.97,"Maria","Omar",14.1,54,"No","Alta"
"7","01/03/2014",9,6,"Prado",4,89.442,"Laura","Luis",49.3,33.9,"No","Baja"
"422","12/03/2014",11,3,"Prado",4,48.564,"Ana","Luis",33.6,45.4,"No","Alta"
"1037","28/03/2014",13,5,"LosAngeles",3,64.27,"Laura","Mario",24.8,46.9,"No","Media"
"714","19/03/2014",12,3,"Prado",1,11.99,"Ana","Camilo",35.2,44.2,"No","Media"
"884","23/03/2014",12,7,"VillaNueva",3,39.97,"Ana","Daniel",14.1,40.7,"No","Media"
"33","01/03/2014",9,6,"VillaNueva",5,61.155,"Ana","Camilo",15,53.3,"No","Alta"
"190","06/03/2014",10,4,"VillaNueva",1,12.99,"Maria","Carlos",36.7,22.1,"No","Media"
"491","14/03/2014",11,5,"LosAngeles",3,42.97,"Maria","Carlos",43.6,37.3,"No","Alta"
"132","04/03/2014",10,2,"LosAngeles",6,58.997,"Maria","Mario",34.9,60.9,"Si","Alta"
"492","14/03/2014",11,5,"VillaNueva",4,53.064,"Laura","Frank",16.4,58.8,"No","Alta"
"984","26/03/2014",13,3,"Prado",3,39.97,"Ana","Frank",22.1,55.3,"No","Alta"
"1092","29/03/2014",13,6,"LosAngeles",2,27.98,"Laura","Mario",42.6,33.5,"No","Baja"
"604","16/03/2014",11,7,"VillaNueva",3,38.97,"Laura","Carlos",19.3,57.5,"No","Alta"
"890","23/03/2014",12,7,"VillaNueva",2,52.52,"Laura","Omar",18.3,53.6,"No","Media"
"278","08/03/2014",10,6,"VillaNueva",4,53.064,"Ana","Luis",20.2,51.2,"No","Alta"
"561","15/03/2014",11,6,"LosAngeles",2,53.07,"Laura","Mario",19,54.1,"No","Media"
"640","17/03/2014",12,1,"Prado",4,82.593,"Ana","Luis",46.5,41.5,"No","Media"
"934","25/03/2014",13,2,"Prado",7,68.35,"Ana","Luis",31.1,52.2,"No","Alta"
"822","22/03/2014",12,6,"VillaNueva",3,40.97,"Laura","Daniel",33.2,43.1,"No","Baja"
"926","25/03/2014",13,2,"Prado",3,57.424,"Ana","Luis",21.2,51.4,"Si","Baja"
"652","17/03/2014",12,1,"VillaNueva",1,15.99,"Ana","Omar",10.6,61,"No","Alta"
"177","06/03/2014",10,4,"Prado",3,44.97,"Maria","Frank",11.3,56.8,"Si","Alta"
"996","27/03/2014",13,4,"VillaNueva",2,25.98,"Maria","Camilo",22.5,59,"No","Alta"
"750","20/03/2014",12,4,"LosAngeles",5,87.093,"Ana","Carlos",45.7,44.3,"No","Media"
"289","08/03/2014",10,6,"LosAngeles",2,59.13,"Laura","Carlos",36.9,38.5,"No","Baja"
"713","19/03/2014",12,3,"VillaNueva",3,42.97,"Ana","Omar",12.8,57.5,"No","Alta"
"692","19/03/2014",12,3,"VillaNueva",5,66.555,"Maria","Camilo",19.6,57.8,"No","Alta"
"375","10/03/2014",11,1,"LosAngeles",6,77.346,"Ana","Carlos",11.1,35.2,"No","Media"
"324","09/03/2014",10,7,"Prado",1,13.99,"Laura","Luis",21.7,54.7,"No","Media"
"628","17/03/2014",12,1,"Prado",4,53.964,"Ana","Luis",43,32.9,"No","Baja"
"47","02/03/2014",9,7,"VillaNueva",4,78.957,"Ana","Omar",9.2,22.2,"No","Baja"
"973","26/03/2014",13,3,"Prado",5,69.255,"Ana","Frank",20.2,57.3,"No","Alta"
"795","21/03/2014",12,5,"LosAngeles",3,47.97,"Laura","Mario",20.5,50.9,"No","Media"
"297","08/03/2014",10,6,"VillaNueva",2,28.98,"Ana","Daniel",30.9,40.3,"No","Media"
"167","05/03/2014",10,3,"Prado",3,37.97,"Ana","Frank",14.5,56.5,"No","Alta"
"364","10/03/2014",11,1,"LosAngeles",4,55.764,"Ana","Carlos",30.6,42.9,"No","Media"
"251","07/03/2014",10,5,"Prado",4,46.764,"Laura","Mario",24.7,50.9,"No","Media"
"668","18/03/2014",12,2,"VillaNueva",4,39.571,"Ana","Omar",15.1,59.3,"No","Alta"
"833","22/03/2014",12,6,"VillaNueva",4,46.764,"Maria","Daniel",19.6,51.5,"No","Alta"
"762","21/03/2014",12,5,"LosAngeles",5,63.855,"Maria","Carlos",35.5,46,"No","Alta"
"75","02/03/2014",9,7,"Prado",2,30.98,"Laura","Luis",22.3,27.2,"No","Baja"
"122","04/03/2014",10,2,"VillaNueva",2,24.784,"Ana","Camilo",26.4,44,"No","Media"
"848","23/03/2014",12,7,"LosAngeles",2,26.98,"Ana","Carlos",33.2,56.4,"No","Alta"
"781","21/03/2014",12,5,"LosAngeles",1,15.99,"Laura","Mario",31.6,38.6,"No","Baja"
"69","02/03/2014",9,7,"Prado",3,74.8,"Laura","Frank",10.5,28.8,"No","Baja"
"35","01/03/2014",9,6,"LosAngeles",2,25.98,"Laura","Luis",25.9,47.6,"No","Alta"
"929","25/03/2014",13,2,"Prado",2,19.184,"Ana","Luis",16.8,53.9,"No","Alta"
"531","15/03/2014",11,6,"Prado",1,13.99,"Maria","Luis",18.8,51.9,"No","Alta"
"304","08/03/2014",10,6,"VillaNueva",2,29.98,"Ana","Luis",28.6,42.4,"No","Media"
"532","15/03/2014",11,6,"Prado",5,59.355,"Laura","Luis",20.4,49.5,"No","Media"
"892","24/03/2014",13,1,"VillaNueva",4,47.664,"Ana","Omar",19,54.8,"No","Alta"
"684","18/03/2014",12,2,"Prado",1,40.568,"Maria","Camilo",26.1,53.2,"No","Alta"
"810","22/03/2014",12,6,"Prado",4,83.412,"Maria","Luis",26.2,49.1,"No","Alta"
"540","15/03/2014",11,6,"LosAngeles",2,29.98,"Maria","Mario",34.3,41.2,"Si","Alta"
"660","18/03/2014",12,2,"VillaNueva",5,51.084,"Maria","Camilo",21.4,60.7,"Si","Alta"
"281","08/03/2014",10,6,"LosAngeles",3,35.97,"Laura","Mario",42.1,21,"Si","Baja"
"46","02/03/2014",9,7,"LosAngeles",4,44.964,"Laura","Frank",14.4,55.9,"No","Alta"
"619","16/03/2014",11,7,"VillaNueva",2,26.98,"Ana","Omar",12.7,58.5,"No","Alta"
"318","09/03/2014",10,7,"LosAngeles",3,49.97,"Laura","Carlos",33.7,51.7,"No","Media"
"1147","30/03/2014",13,7,"LosAngeles",3,41.97,"Maria","Carlos",11.5,53.9,"Si","Alta"
"1119","29/03/2014",13,6,"VillaNueva",3,39.97,"Maria","Camilo",22.1,45.2,"No","Alta"
"559","15/03/2014",11,6,"Prado",2,24.98,"Maria","Mario",29.3,42.7,"No","Alta"
"1024","27/03/2014",13,4,"LosAngeles",5,58.455,"Maria","Carlos",32.6,49,"No","Alta"
"839","22/03/2014",12,6,"LosAngeles",2,26.98,"Laura","Daniel",23.2,54.5,"No","Media"
"902","24/03/2014",13,1,"VillaNueva",1,11.99,"Ana","Carlos",27.9,35.5,"No","Media"
"581","16/03/2014",11,7,"VillaNueva",5,65.655,"Laura","Daniel",11.5,60.5,"No","Alta"
"1178","31/03/2014",14,1,"LosAngeles",2,26.98,"Laura","Carlos",35.6,35.4,"No","Baja"
"577","16/03/2014",11,7,"Prado",2,53.52,"Laura","Luis",26,49.5,"No","Media"
"416","12/03/2014",11,3,"VillaNueva",3,33.97,"Maria","Omar",20.2,60.8,"No","Alta"
"436","12/03/2014",11,3,"Prado",2,29.98,"Maria","Luis",37,48.4,"No","Alta"
"205","06/03/2014",10,4,"Prado",7,85.437,"Maria","Frank",29.1,51.3,"No","Alta"
"1191","31/03/2014",14,1,"LosAngeles",4,48.564,"Laura","Carlos",38.9,34.8,"No","Alta"
"179","06/03/2014",10,4,"VillaNueva",6,68.346,"Laura","Frank",12.4,55.5,"No","Media"
"1155","30/03/2014",13,7,"LosAngeles",2,26.98,"Maria","Carlos",11.3,58.9,"No","Alta"
"1034","28/03/2014",13,5,"LosAngeles",1,13.99,"Maria","Mario",33.9,36.3,"No","Alta"
"1169","30/03/2014",13,7,"LosAngeles",6,76.446,"Laura","Mario",17.6,58.7,"No","Alta"
"369","10/03/2014",11,1,"LosAngeles",4,72.324,"Ana","Luis",38.2,22.9,"No","Baja"
"621","16/03/2014",11,7,"VillaNueva",4,84.699,"Ana","Luis",16.5,55,"No","Alta"
"603","16/03/2014",11,7,"VillaNueva",2,33.98,"Laura","Daniel",11.7,53.1,"No","Media"
"249","07/03/2014",10,5,"LosAngeles",6,110.007,"Laura","Carlos",43,38.8,"No","Baja"
"840","22/03/2014",12,6,"LosAngeles",2,27.98,"Maria","Daniel",40.2,36.4,"No","Alta"
"836","22/03/2014",12,6,"LosAngeles",6,80.046,"Laura","Carlos",42.9,37.3,"No","Baja"
"617","16/03/2014",11,7,"Prado",4,80.892,"Laura","Luis",9.4,56.3,"No","Alta"
"475","13/03/2014",11,4,"VillaNueva",4,47.664,"Laura","Frank",15.2,59.4,"No","Alta"
"200","06/03/2014",10,4,"VillaNueva",2,28.98,"Maria","Camilo",12.4,60.3,"Si","Alta"
"1103","29/03/2014",13,6,"VillaNueva",4,53.964,"Maria","Carlos",16.5,48.3,"No","Alta"
"1006","27/03/2014",13,4,"LosAngeles",1,13.99,"Maria","Carlos",23.2,54.7,"No","Alta"
"71","02/03/2014",9,7,"Prado",4,56.664,"Ana","Frank",9,58.2,"No","Alta"
"521","14/03/2014",11,5,"LosAngeles",4,50.364,"Maria","Carlos",42.3,41.4,"No","Alta"
"1001","27/03/2014",13,4,"VillaNueva",3,39.97,"Ana","Carlos",32.2,53.9,"No","Alta"
"1016","27/03/2014",13,4,"Prado",5,61.155,"Maria","Mario",40.5,50.9,"Si","Alta"
"1097","29/03/2014",13,6,"VillaNueva",6,69.246,"Laura","Omar",25.9,47.8,"No","Media"
"354","10/03/2014",11,1,"Prado",4,52.164,"Ana","Luis",28.3,46,"No","Media"
"986","26/03/2014",13,3,"VillaNueva",4,46.764,"Ana","Omar",16.2,40.3,"No","Media"
"671","18/03/2014",12,2,"VillaNueva",3,30.376,"Ana","Omar",19.8,42.2,"No","Media"
"1124","29/03/2014",13,6,"LosAngeles",4,50.364,"Laura","Mario",17.6,49,"Si","Baja"
"905","24/03/2014",13,1,"LosAngeles",3,41.97,"Laura","Carlos",36.3,54.4,"No","Media"
"687","19/03/2014",12,3,"Prado",3,46.97,"Maria","Luis",26.1,56.8,"No","Alta"
"1030","28/03/2014",13,5,"LosAngeles",4,74.421,"Maria","Carlos",40.5,36.3,"No","Alta"
"153","05/03/2014",10,3,"Prado",2,65.24,"Ana","Luis",37.7,28.2,"No","Baja"
"1130","30/03/2014",13,7,"VillaNueva",3,39.97,"Laura","Camilo",18.7,54.4,"No","Media"
"933","25/03/2014",13,2,"VillaNueva",4,39.571,"Ana","Luis",19.4,60.5,"No","Alta"
"576","15/03/2014",11,6,"LosAngeles",2,27.98,"Maria","Mario",24.9,51.3,"No","Alta"
"1116","29/03/2014",13,6,"LosAngeles",1,54.33,"Laura","Carlos",32,45.4,"No","Media"
"698","19/03/2014",12,3,"VillaNueva",2,26.98,"Ana","Omar",22.8,55.1,"No","Alta"
"861","23/03/2014",12,7,"LosAngeles",3,38.97,"Laura","Daniel",25.1,54.8,"No","Media"
"1027","28/03/2014",13,5,"LosAngeles",4,53.964,"Laura","Mario",21.6,46.8,"No","Media"
"1182","31/03/2014",14,1,"LosAngeles",4,45.864,"Laura","Carlos",41.4,33.8,"No","Baja"
"462","13/03/2014",11,4,"LosAngeles",4,52.164,"Laura","Carlos",28.2,52.2,"No","Alta"
"321","09/03/2014",10,7,"VillaNueva",3,41.97,"Ana","Omar",21.2,54.2,"No","Alta"
"815","22/03/2014",12,6,"VillaNueva",2,30.98,"Maria","Luis",28.3,46.8,"No","Alta"
"1055","28/03/2014",13,5,"Prado",3,43.97,"Maria","Carlos",12.9,49.6,"No","Alta"
"1127","29/03/2014",13,6,"VillaNueva",1,54.29,"Laura","Omar",28.5,43.2,"No","Baja"
"34","01/03/2014",9,6,"Prado",3,42.97,"Ana","Camilo",36.2,41.7,"No","Alta"
"91","03/03/2014",10,1,"VillaNueva",2,29.98,"Ana","Camilo",12.1,27,"No","Baja"
"908","24/03/2014",13,1,"LosAngeles",4,48.564,"Ana","Omar",28.5,60.5,"No","Alta"
"1171","30/03/2014",13,7,"VillaNueva",2,25.98,"Laura","Omar",17.6,55.8,"No","Media"
"280","08/03/2014",10,6,"Prado",3,70,"Ana","Luis",42.7,32,"No","Baja"
"696","19/03/2014",12,3,"VillaNueva",1,13.99,"Ana","Camilo",10.9,47.6,"No","Alta"
"1203","31/03/2014",14,1,"LosAngeles",2,66.97,"Laura","Carlos",52.9,45.6,"No","Baja"
"637","17/03/2014",12,1,"Prado",2,59.08,"Laura","Luis",26.8,52.8,"Si","Baja"
"808","22/03/2014",12,6,"VillaNueva",4,48.564,"Laura","Daniel",22.8,51.3,"No","Media"
"229","07/03/2014",10,5,"LosAngeles",4,80.01,"Laura","Carlos",22.3,48.5,"No","Media"
"1110","29/03/2014",13,6,"VillaNueva",3,40.97,"Laura","Omar",11,49.2,"No","Media"
"260","08/03/2014",10,6,"Prado",3,42.97,"Ana","Mario",23.9,30.4,"No","Alta"
"545","15/03/2014",11,6,"LosAngeles",2,29.98,"Laura","Mario",28.7,47,"No","Media"
"70","02/03/2014",9,7,"Prado",3,43.97,"Laura","Luis",23.7,25.45,"No","Baja"
"623","16/03/2014",11,7,"VillaNueva",1,13.99,"Laura","Daniel",19.7,54.9,"No","Media"
"1142","30/03/2014",13,7,"LosAngeles",3,40.97,"Laura","Carlos",20.1,53.6,"No","Alta"
"115","03/03/2014",10,1,"VillaNueva",1,12.99,"Maria","Mario",23.6,34.1,"No","Alta"
"979","26/03/2014",13,3,"Prado",4,52.164,"Ana","Frank",25.8,53.4,"No","Alta"
"262","08/03/2014",10,6,"Prado",6,76.446,"Laura","Mario",10.5,51.3,"No","Media"
"1093","29/03/2014",13,6,"VillaNueva",2,24.98,"Laura","Omar",23.6,48.1,"No","Media"
"142","05/03/2014",10,3,"VillaNueva",3,39.97,"Ana","Luis",20.1,20.35,"No","Baja"
"373","10/03/2014",11,1,"VillaNueva",1,37.77,"Ana","Luis",21.2,49.2,"No","Alta"
"515","14/03/2014",11,5,"Prado",1,11.99,"Laura","Carlos",29.5,48.5,"No","Media"
"584","16/03/2014",11,7,"LosAngeles",4,84.339,"Ana","Carlos",36.6,47.5,"No","Alta"
"349","09/03/2014",10,7,"VillaNueva",2,23.98,"Laura","Omar",8.8,60.1,"No","Alta"
"1157","30/03/2014",13,7,"LosAngeles",3,39.97,"Maria","Carlos",45.2,33.6,"No","Alta"
"102","03/03/2014",10,1,"Prado",4,53.964,"Ana","Mario",25.2,26.15,"Si","Baja"
"78","02/03/2014",9,7,"LosAngeles",5,66.555,"Laura","Daniel",17.2,26.3,"No","Baja"
"145","05/03/2014",10,3,"Prado",5,62.055,"Maria","Luis",34.2,24.9,"No","Media"
"809","22/03/2014",12,6,"VillaNueva",6,79.146,"Maria","Daniel",26.8,50.7,"No","Alta"
"413","11/03/2014",11,2,"Prado",2,41.728,"Maria","Luis",18,58.5,"No","Alta"
"1009","27/03/2014",13,4,"LosAngeles",2,27.98,"Ana","Mario",23.2,58.3,"No","Alta"
"415","11/03/2014",11,2,"VillaNueva",4,37.411,"Maria","Luis",27.8,55.3,"No","Alta"
"985","26/03/2014",13,3,"VillaNueva",3,68.13,"Ana","Luis",25.2,53,"No","Alta"
"162","05/03/2014",10,3,"Prado",4,47.664,"Maria","Frank",9.7,62.7,"No","Alta"
"147","05/03/2014",10,3,"VillaNueva",3,40.97,"Ana","Camilo",32.5,50.4,"No","Alta"
"653","17/03/2014",12,1,"Prado",3,36.97,"Laura","Luis",34.8,48.8,"No","Media"
"307","08/03/2014",10,6,"VillaNueva",4,75.834,"Ana","Daniel",18.1,53.4,"No","Alta"
"1202","31/03/2014",14,1,"Prado",3,66.71,"Laura","Carlos",34.5,28.1,"No","Alta"
"371","10/03/2014",11,1,"VillaNueva",3,46.97,"Ana","Luis",27.4,30.2,"No","Baja"
"1120","29/03/2014",13,6,"LosAngeles",2,24.98,"Maria","Carlos",34.5,39.1,"No","Alta"
"38","01/03/2014",9,6,"VillaNueva",4,48.564,"Laura","Luis",30.6,23.55,"No","Baja"
"1043","28/03/2014",13,5,"Prado",5,63.855,"Maria","Mario",15.9,54.3,"No","Alta"
"995","27/03/2014",13,4,"Prado",2,32.98,"Alta","Mario",15.6,59.1,"No","Alta"
"1164","30/03/2014",13,7,"LosAngeles",5,57.555,"Maria","Carlos",42.2,44.3,"No","Alta"
"209","07/03/2014",10,5,"VillaNueva",6,64.746,"Laura","Camilo",29.8,50.2,"No","Media"
"554","15/03/2014",11,6,"Prado",3,45.97,"Maria","Mario",25.5,49.6,"No","Alta"
"181","06/03/2014",10,4,"VillaNueva",4,43.164,"Laura","Camilo",12.4,50.3,"No","Media"
"286","08/03/2014",10,6,"LosAngeles",4,73.899,"Laura","Carlos",20.2,45.2,"No","Media"
"697","19/03/2014",12,3,"VillaNueva",5,66.555,"Ana","Omar",16.7,54.8,"No","Alta"
"706","19/03/2014",12,3,"VillaNueva",3,33.97,"Maria","Omar",13.6,61.1,"No","Alta"
"356","10/03/2014",11,1,"LosAngeles",4,50.364,"Ana","Carlos",36.9,45,"No","Alta"
"712","19/03/2014",12,3,"VillaNueva",3,36.97,"Maria","Omar",21.9,53.8,"No","Alta"
"353","09/03/2014",10,7,"LosAngeles",2,26.98,"Ana","Carlos",25.7,53.7,"No","Alta"
"1198","31/03/2014",14,1,"VillaNueva",2,30.98,"Laura","Camilo",36.4,29.5,"No","Baja"
"59","02/03/2014",9,7,"Prado",3,79.67,"Laura","Frank",21.9,53.1,"No","Alta"
"1075","29/03/2014",13,6,"LosAngeles",4,79.929,"Laura","Carlos",36.6,43.6,"No","Media"
"854","23/03/2014",12,7,"VillaNueva",3,60.18,"Laura","Daniel",8.8,57,"No","Alta"
"791","21/03/2014",12,5,"Prado",6,71.046,"Laura","Mario",24.9,50.9,"No","Alta"
"527","14/03/2014",11,5,"Prado",2,68.47,"Laura","Frank",25.2,54.4,"No","Media"
"1029","28/03/2014",13,5,"LosAngeles",5,62.955,"Maria","Carlos",39.8,43.3,"No","Alta"
"182","06/03/2014",10,4,"VillaNueva",3,41.97,"Laura","Camilo",20.6,26.7,"No","Alta"
"66","02/03/2014",9,7,"Prado",5,68.355,"Laura","Luis",38.3,47,"No","Alta"
"116","03/03/2014",10,1,"VillaNueva",3,36.97,"Maria","Omar",14.5,60.9,"No","Alta"
